date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:12	17332/17332	---M-Z	200	added ('OK')	text/css	etag:%2243b4-5d0f98c712143-gzip%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-445.css?ver=1637145105	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-4457ad4.css	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:15	96/96	---M--	401	error ('Unauthorized')	application/json	date:Wed,%2030%20Mar%202022%2014:57:13%20GMT	https://www.ubagroup.com/alumni/wp-json/wp/v2/posts/445	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-json/wp/v2/posts/445	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:16	96/96	---M--	401	error ('Unauthorized')	application/json	date:Wed,%2030%20Mar%202022%2014:57:16%20GMT	https://www.ubagroup.com/alumni/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ubagroup.com%2Falumni%2Fuba-alumni-launch	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-json/oembed/1.0/embedcd58	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Mar%202022%2014:57:16%20GMT	https://www.ubagroup.com/alumni/?p=445	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/index0ecd.html	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:16	20607/20607	---M--	200	added ('OK')	image/jpeg	etag:%22507f-5d0f98b385e71%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-1-768x336.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-1-768x336.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:17	102808/102808	---M--	200	added ('OK')	image/jpeg	etag:%2219198-5d0d3953d51ec%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-24.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-24.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:17	100599/100599	---M--	200	added ('OK')	image/jpeg	etag:%22188f7-5d0d395087296%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-23.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-23.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:17	84267/84267	---M--	200	added ('OK')	image/jpeg	etag:%221492b-5d0d394c1c4a7%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-22.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-22.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:17	100593/100593	---M--	200	added ('OK')	image/jpeg	etag:%22188f1-5d0d394774b63%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-21.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-21.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:18	103101/103101	---M--	200	added ('OK')	image/jpeg	etag:%22192bd-5d0d3943c035b%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-20.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-20.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:18	101839/101839	---M--	200	added ('OK')	image/jpeg	etag:%2218dcf-5d0d393ef94b0%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-19.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-19.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:18	94909/94909	---M--	200	added ('OK')	image/jpeg	etag:%22172bd-5d0d3928cd3a7%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-13.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-13.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:18	103133/103133	---M--	200	added ('OK')	image/jpeg	etag:%22192dd-5d0d392c7e8d5%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-14.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-14.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:19	87765/87765	---M--	200	added ('OK')	image/jpeg	etag:%22156d5-5d0d392ffe872%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-15.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-15.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:19	99439/99439	---M--	200	added ('OK')	image/jpeg	etag:%221846f-5d0d39355195a%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-16.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-16.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:19	82340/82340	---M--	200	added ('OK')	image/jpeg	etag:%22141a4-5d0d39387d5c2%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-17.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-17.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:20	90517/90517	---M--	200	added ('OK')	image/jpeg	etag:%2216195-5d0d393bad0be%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-18.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-18.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:20	89206/89206	---M--	200	added ('OK')	image/jpeg	etag:%2215c76-5d0d39246dd4c%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-12.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-12.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:20	101347/101347	---M--	200	added ('OK')	image/jpeg	etag:%2218be3-5d0d39211e80e%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-11.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-11.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:20	101710/101710	---M--	200	added ('OK')	image/jpeg	etag:%2218d4e-5d0d391ca8a35%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-10.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-10.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:20	88541/88541	---M--	200	added ('OK')	image/jpeg	etag:%22159dd-5d0d391842275%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-9.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-9.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:21	103275/103275	---M--	200	added ('OK')	image/jpeg	etag:%221936b-5d0d39146abdf%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-8.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-8.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:21	100780/100780	---M--	200	added ('OK')	image/jpeg	etag:%22189ac-5d0d391180e2c%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-7.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-7.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:21	99179/99179	---M--	200	added ('OK')	image/jpeg	etag:%221836b-5d0d390dd75f2%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-6.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-6.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:21	102944/102944	---M--	200	added ('OK')	image/jpeg	etag:%2219220-5d0d390a17ad3%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-5.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-5.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:22	101954/101954	---M--	200	added ('OK')	image/jpeg	etag:%2218e42-5d0d39064565f%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-4.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-4.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:22	101899/101899	---M--	200	added ('OK')	image/jpeg	etag:%2218e0b-5d0d3902fa1fa%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-3.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-3.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:22	87173/87173	---M--	200	added ('OK')	image/jpeg	etag:%2215485-5d0d38fe816e3%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-1.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-launch-1.jpg	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:22	3303/3303	---M-Z	200	added ('OK')	text/css	etag:%22ce7-5bc3de909f3a3-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:24	56468/56468	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Mar%202022%2014:57:23%20GMT	https://www.ubagroup.com/alumni/category/uncategorized/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/category/uncategorized/index.html	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:24	1152/1152	---M-Z	200	added ('OK')	application/x-javascript	etag:%22480-5d9c62c57105f-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/anti-spam/assets/js/anti-spam.js?ver=7.2.9	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/anti-spam/assets/js/anti-spamdc24.js	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:26	6072/6072	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b8-5d331fcb355e7-gzip%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/essential-addons-elementor/91997dc05.min.js?ver=1648652099	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/essential-addons-elementor/91997dc05.minedbe.js	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:26	15347/15347	---M-Z	200	added ('OK')	application/x-javascript	etag:%223bf3-5bc3de90a2a52-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?ver=1.2.0	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min7359.js	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:28	2984/2984	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba8-5bffe389d7bf1-gzip%22	https://www.ubagroup.com/alumni/wp-includes/js/comment-reply.min.js?ver=5.8.4	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-includes/js/comment-reply.min69c8.js	(from https://www.ubagroup.com/alumni/uba-alumni-launch)
15:57:29	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2221676-5bc3de914638a-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:29	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2221676-5bc3de914638a-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:29	78460/78460	---MCZ	200	added ('OK')	application/font-woff2	etag:%221327c-5bc3de918341c-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:29	92136/92136	---MCZ	200	added ('OK')	application/font-woff	etag:%22167e8-5bc3de917d659-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:30	136516/136516	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2221544-5bc3de9175189-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:30	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b6819-5bc3de914a5ef-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:30	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22862e-5bc3de9186aca-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:31	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22862e-5bc3de9186aca-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:31	13548/13548	---M-Z	200	added ('OK')	application/font-woff2	etag:%2234ec-5bc3de919458b-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:31	16772/16772	---M-Z	200	added ('OK')	application/font-woff	etag:%224184-5bc3de91935ec-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:32	34052/34052	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228504-5bc3de919264a-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:32	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-5bc3de918a17a-gzip%22	https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.0.10)
15:57:38	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:36%20GMT	https://www.ubagroup.com/alumni/Edge/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/Edge/index.html	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
15:57:39	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:37%20GMT	https://www.ubagroup.com/alumni/Gecko/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/Gecko/index.html	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
15:57:39	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:36%20GMT	https://www.ubagroup.com/alumni/Trident/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/Trident/index.html	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
15:57:39	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:37%20GMT	https://www.ubagroup.com/alumni/Firefox/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/Firefox/index.html	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
15:57:39	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:39%20GMT	https://www.ubagroup.com/alumni/Version/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/Version/index.html	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
15:57:40	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:40%20GMT	https://www.ubagroup.com/alumni/version/	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/version/index-2.html	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
15:57:41	51345/51345	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Mar%202022%2014:57:40%20GMT	https://www.ubagroup.com/alumni/-negative.svg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/-negative.svg	(from https://www.ubagroup.com/alumni/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.1.1)
15:57:46	243/243	---M--	404	error ('Not%20Found')	application/xml	date:Wed,%2030%20Mar%202022%2014:57:46%20GMT	http://at.alicdn.com/robots.txt		(from http://at.alicdn.com/t/font_o5hd5vvqpoqiwwmi.css?ver=5.8.4)
15:57:49	102042/102042	---M--	200	added ('OK')	image/jpeg	etag:%2218e9a-5cfb829e16d26%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-148.css?ver=1635805283)
15:57:50	102198/102198	---M--	200	added ('OK')	image/jpeg	etag:%2218f36-5cfb84d0bbaae%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-7.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-7.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-14.css?ver=1635794968)
15:57:51	135120/135120	---M--	200	added ('OK')	image/png	etag:%2220fd0-5cfb88a9fd44f%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-13.png	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-13.png	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-14.css?ver=1635794968)
15:57:51	99358/99358	---M--	200	added ('OK')	image/png	etag:%221841e-5cfb88dfb8e71%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-12.png	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-12.png	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-14.css?ver=1635794968)
15:57:52	102519/102519	---M--	200	added ('OK')	image/jpeg	etag:%2219077-5cfb8566c16e3%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-8.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-8.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-126.css?ver=1637143978)
15:57:52	101803/101803	---M--	200	added ('OK')	image/jpeg	etag:%2218dab-5cfb8b17d5ecd%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-contact.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-alumni-contact.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-104.css?ver=1635805260)
15:57:52	102499/102499	---M--	200	added ('OK')	image/jpeg	etag:%2219063-5cfbc7996cce1%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-contact-us.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/11/uba-contact-us.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-104.css?ver=1635805260)
15:57:52	103860/103860	---M--	200	added ('OK')	image/jpeg	etag:%22195b4-5cf6591474286%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/10/UBA-Current-Account.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/10/UBA-Current-Account.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-104.css?ver=1635805260)
15:57:53	136210/136210	---M--	200	added ('OK')	image/jpeg	etag:%2221412-5cf65915d7a0c%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/10/UBA-Digital-Banking.jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/10/UBA-Digital-Banking.jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-104.css?ver=1635805260)
15:57:53	72064/72064	---M--	200	added ('OK')	image/jpeg	etag:%2211980-5cf659171486e%22	https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/10/UBA-Cards..jpg	C:/Users/Emmanuel%20LEO/Downloads/united/www.ubagroup.com/alumni/wp-content/uploads/sites/32/2021/10/UBA-Cards..jpg	(from https://www.ubagroup.com/alumni/wp-content/uploads/sites/32/elementor/css/post-104.css?ver=1635805260)
